National ID,Mode,Joined Date,First Name,Last Name,Block No,Street,City,District,SMS No,WhatsApp No,Territory Code,Area Code,Bank Code,Branch Code,Language,Category,Account Number,Electrician Grade
369724257250,physical,23/05/2025,J M,Gunawardena,A/412/B,Madakadura,Ruvaneliya,Nuwara Eliya,728893383,797909780,TR029,AR04,7010,BOC-515,ENGLISH,LL,7833255,D
713594737921,physical,23/05/2025,K P,Bandara,A/479,Park Road,Ruvaneliya,Nuwara Eliya,728893383,768226509,TR029,AR04,7010,BOC-515,ENGLISH,LL,380187479175,D
381283283V,physical,23/05/2025,H K,Perera,A/425/A,Main Street,Hatton,Nuwara Eliya,728893383,736241343,TR029,AR04,7010,BOC-515,ENGLISH,LL,53964265376,D
276182049909,physical,23/05/2025,A T,Dissanayake,No 446/A,Main Street,Mathurata,Nuwara Eliya,728893383,785331639,TR029,AR04,7010,BOC-515,ENGLISH,LL,2897161,D
479348399V,physical,23/05/2025,J M,Perera,L30,Church Lane,Munwatta,Nuwara Eliya,728893383,739359743,TR029,AR04,7010,BOC-515,ENGLISH,LL,50542225,D
706945191V,physical,23/05/2025,A T,Mendis,No 444/B,Kandy Road,Opanayaka,Nuwara Eliya,728893383,729580968,TR029,AR04,7010,BOC-515,ENGLISH,LL,554823726763315,D
477715621455,physical,23/05/2025,T R,Hemantha,B/204,Samagimawatha,Pelmadulla,Nuwara Eliya,728893383,783048827,TR029,AR04,7010,BOC-515,ENGLISH,LL,8763572,D
831914520816,physical,23/05/2025,C S,Wijesinghe,L101/B,Park Road,Pelmadulla,Nuwara Eliya,728893383,741630678,TR029,AR04,7010,BOC-515,ENGLISH,LL,104592226,D
975103834672,physical,23/05/2025,E A,Dissanayake,A/85/A,Ulhitiya,Balangoda,Nuwara Eliya,728893383,759381283,TR029,AR04,7010,BOC-515,ENGLISH,LL,67043119024,D
424481558V,physical,23/05/2025,S,Bandara,L90/C,Garden Lane,Girandurukotte,Nuwara Eliya,728893383,760084853,TR029,AR04,7010,BOC-515,ENGLISH,LL,097366202080,D
423464734V,physical,23/05/2025,A R,Silva,C/412/B,Mahawawa,Pelmadulla,Nuwara Eliya,728893383,764907751,TR029,AR04,7010,BOC-515,ENGLISH,LL,66515884,D
784498999036,physical,23/05/2025,K P,Wijesinghe,D 40/B,Lake View,Balangoda,Nuwara Eliya,728893383,788951940,TR029,AR04,7010,BOC-515,ENGLISH,LL,946965211372,D
443436178V,physical,23/05/2025,W M,Prasanna,D 162,Church Lane,Nuwara Eliya,Nuwara Eliya,728893383,765664787,TR029,AR04,7010,BOC-515,ENGLISH,LL,92527687196035,D
764872968317,physical,23/05/2025,S T,Karunaratne,D 304/B,Garden Lane,Gampola,Nuwara Eliya,728893383,722034001,TR029,AR04,7010,BOC-515,ENGLISH,LL,590283969,D
295356001017,physical,23/05/2025,A R,Fernando,No 459/B,Main Street,Ruvaneliya,Nuwara Eliya,728893383,722816386,TR029,AR04,7010,BOC-515,ENGLISH,LL,28156639,D
254505317V,physical,23/05/2025,E A,Wijesinghe,D 27/B,Park Road,Opanayaka,Nuwara Eliya,728893383,717327216,TR029,AR04,7010,BOC-515,ENGLISH,LL,88734864656597,D
357358904785,physical,23/05/2025,E A,Bandara,B/165/C,Lake View,Munwatta,Nuwara Eliya,728893383,729087580,TR029,AR04,7010,BOC-515,ENGLISH,LL,5254239,D
674212226723,physical,23/05/2025,S T,Fernando,L361/A,Ulhitiya,Ruvaneliya,Nuwara Eliya,728893383,723307404,TR029,AR04,7010,BOC-515,ENGLISH,LL,917625796,D
406736737V,physical,23/05/2025,S,Jayawardena,No 278/A,Garden Lane,Ruvaneliya,Nuwara Eliya,728893383,716829772,TR029,AR04,7010,BOC-515,ENGLISH,LL,624030771,D
501751901V,physical,23/05/2025,J M,Fernando,No 168/B,River Road,Mathurata,Nuwara Eliya,728893383,798833041,TR029,AR04,7010,BOC-515,ENGLISH,LL,81392430046,D
989999633573,physical,23/05/2025,N S,Gunawardena,B/39/C,Samagimawatha,Gampola,Nuwara Eliya,728893383,789579685,TR029,AR04,7010,BOC-515,ENGLISH,LL,939758741,D
383822608918,physical,23/05/2025,D P,Mendis,B/369/C,Lake View,Hatton,Nuwara Eliya,728893383,779893321,TR029,AR04,7010,BOC-515,ENGLISH,LL,2237173278418,D
411774598V,physical,23/05/2025,W M,Karunaratne,No 467/C,Madakadura,Girandurukotte,Nuwara Eliya,728893383,728956800,TR029,AR04,7010,BOC-515,ENGLISH,LL,470076543420103,D
961323469908,physical,23/05/2025,J M,Krishantha,No 215/A,Kandy Road,Hatton,Nuwara Eliya,728893383,772931164,TR029,AR04,7010,BOC-515,ENGLISH,LL,5943285,D
182005223847,physical,23/05/2025,S,Pradeep,C/13,Garden Lane,Padiyapalalla,Nuwara Eliya,728893383,750815295,TR029,AR04,7010,BOC-515,ENGLISH,LL,5359831990,D
357790584733,physical,23/05/2025,L M,Fernando,B/116/C,Hill Street,Padiyapalalla,Nuwara Eliya,728893383,771414900,TR029,AR04,7010,BOC-515,ENGLISH,LL,4066913498,D
503978721589,physical,23/05/2025,M M,Jayarathne,D 102/C,Temple Road,Girandurukotte,Nuwara Eliya,728893383,743297251,TR029,AR04,7010,BOC-515,ENGLISH,LL,825933244998,D
407563079091,physical,23/05/2025,M M,Weerasinghe,No 387,Madakadura,Pelmadulla,Nuwara Eliya,728893383,731919912,TR029,AR04,7010,BOC-515,ENGLISH,LL,877002761025267,D
589156308V,physical,23/05/2025,K P,Prasanna,D 244/A,Park Road,Mathurata,Nuwara Eliya,728893383,773319787,TR029,AR04,7010,BOC-515,ENGLISH,LL,1059835,D
627132438752,physical,23/05/2025,A T,Weerasinghe,C/122,Hill Street,Kudagama,Nuwara Eliya,728893383,736152206,TR029,AR04,7010,BOC-515,ENGLISH,LL,90680316109041,D
626481051V,physical,23/05/2025,P L,Rajapaksa,D 87/C,Park Road,Girandurukotte,Nuwara Eliya,728893383,789193915,TR029,AR04,7010,BOC-515,ENGLISH,LL,5850827,D
965207647V,physical,23/05/2025,C S,Dissanayake,L101,Park Road,Ruvaneliya,Nuwara Eliya,728893383,724306189,TR029,AR04,7010,BOC-515,ENGLISH,LL,50109007067,D
335509882V,physical,23/05/2025,K P,Prasanna,B/235/C,Church Lane,Nuwara Eliya,Nuwara Eliya,728893383,761995599,TR029,AR04,7010,BOC-515,ENGLISH,LL,26227007541384,D
329144204V,physical,23/05/2025,S,Bandara,D 364/B,Samagimawatha,Munwatta,Nuwara Eliya,728893383,764635238,TR029,AR04,7010,BOC-515,ENGLISH,LL,15837616954,D
446930103772,physical,23/05/2025,P L,Krishantha,L320/A,Main Street,Boralanda,Nuwara Eliya,728893383,725879743,TR029,AR04,7010,BOC-515,ENGLISH,LL,1333270541,D
366289816442,physical,23/05/2025,J M,Fernando,No 445,School Lane,Boralanda,Nuwara Eliya,728893383,754407287,TR029,AR04,7010,BOC-515,ENGLISH,LL,5227174,D
292740365V,physical,23/05/2025,C S,Fernando,C/444,Station Road,Munwatta,Nuwara Eliya,728893383,768858341,TR029,AR04,7010,BOC-515,ENGLISH,LL,8394431168780,D
778203362V,physical,23/05/2025,S T,Bandara,B/159/C,Station Road,Nuwara Eliya,Nuwara Eliya,728893383,758239740,TR029,AR04,7010,BOC-515,ENGLISH,LL,76925735936,D
136516492939,physical,23/05/2025,T R,Mendis,C/280/A,School Lane,Balangoda,Nuwara Eliya,728893383,771393906,TR029,AR04,7010,BOC-515,ENGLISH,LL,9535040,D
625617844V,physical,23/05/2025,H K,Wijesinghe,No 360,Central Road,Pelmadulla,Nuwara Eliya,728893383,717361830,TR029,AR04,7010,BOC-515,ENGLISH,LL,0365321,D
474684444748,physical,23/05/2025,K P,Jayawardena,A/499/C,Ulhitiya,Ruvaneliya,Nuwara Eliya,728893383,777553463,TR029,AR04,7010,BOC-515,ENGLISH,LL,541896264241,D
792890361V,physical,23/05/2025,W M,Mendis,C/112/A,Kandy Road,Hatton,Nuwara Eliya,728893383,727558053,TR029,AR04,7010,BOC-515,ENGLISH,LL,8514891597589,D
201011939V,physical,23/05/2025,E A,Gunawardena,C/83/C,Park Road,Balangoda,Nuwara Eliya,728893383,735762637,TR029,AR04,7010,BOC-515,ENGLISH,LL,6073953829,D
355355918485,physical,23/05/2025,A R,Hemantha,No 140,Station Road,Munwatta,Nuwara Eliya,728893383,782969783,TR029,AR04,7010,BOC-515,ENGLISH,LL,65200730576719,D
282693196V,physical,23/05/2025,H K,Dissanayake,L330/C,Mahawawa,Balangoda,Nuwara Eliya,728893383,799308468,TR029,AR04,7010,BOC-515,ENGLISH,LL,17123582,D
290847075348,physical,23/05/2025,H K,Fernando,A/392/A,Main Street,Kudagama,Nuwara Eliya,728893383,721738325,TR029,AR04,7010,BOC-515,ENGLISH,LL,578178314056489,D
785375124V,physical,23/05/2025,T R,Dissanayake,D 237,Ulhitiya,Hatton,Nuwara Eliya,728893383,725973486,TR029,AR04,7010,BOC-515,ENGLISH,LL,3498879,D
304052678V,physical,23/05/2025,L M,Jayawardena,B/154/C,Station Road,Opanayaka,Nuwara Eliya,728893383,711784373,TR029,AR04,7010,BOC-515,ENGLISH,LL,3799977736,D
405645780265,physical,23/05/2025,R T,Weerasinghe,A/208/C,School Lane,Gampola,Nuwara Eliya,728893383,712338337,TR029,AR04,7010,BOC-515,ENGLISH,LL,639781141990,D
704160673V,physical,23/05/2025,A T,Fernando,L134,Temple Road,Girandurukotte,Nuwara Eliya,728893383,746528410,TR029,AR04,7010,BOC-515,ENGLISH,LL,285853799168,D
859069220536,physical,23/05/2025,A T,Hemantha,L176/A,Napatavela,Boralanda,Nuwara Eliya,728893383,721708513,TR029,AR04,7010,BOC-515,ENGLISH,LL,203847773,D
114065939V,physical,23/05/2025,R T,Mendis,B/445/C,Temple Road,Padiyapalalla,Nuwara Eliya,728893383,751177994,TR029,AR04,7010,BOC-515,ENGLISH,LL,963334058799732,D
130508023V,physical,23/05/2025,D P,Mendis,D 461,Station Road,Ruvaneliya,Nuwara Eliya,728893383,739203018,TR029,AR04,7010,BOC-515,ENGLISH,LL,3887341644,D
862406079720,physical,23/05/2025,J M,Pradeep,A/248/A,Lake View,Kudagama,Nuwara Eliya,728893383,786605074,TR029,AR04,7010,BOC-515,ENGLISH,LL,801556109036868,D
618579137124,physical,23/05/2025,T R,Gunawardena,A/31,Hill Street,Opanayaka,Nuwara Eliya,728893383,727907208,TR029,AR04,7010,BOC-515,ENGLISH,LL,196319263272753,D
329694651V,physical,23/05/2025,N S,Mendis,A/337,Park Road,Opanayaka,Nuwara Eliya,728893383,775047805,TR029,AR04,7010,BOC-515,ENGLISH,LL,17922432144254,D
943138055V,physical,23/05/2025,T R,Fernando,A/98/B,Lake View,Hatton,Nuwara Eliya,728893383,768968806,TR029,AR04,7010,BOC-515,ENGLISH,LL,1390925,D
256390725855,physical,23/05/2025,E A,Gunawardena,D 94,Ulhitiya,Pelmadulla,Nuwara Eliya,728893383,735899013,TR029,AR04,7010,BOC-515,ENGLISH,LL,3713358213543,D
576963575V,physical,23/05/2025,H K,Wijesinghe,No 215,School Lane,Mathurata,Nuwara Eliya,728893383,729571109,TR029,AR04,7010,BOC-515,ENGLISH,LL,823701962673535,D
423688593V,physical,23/05/2025,T R,Bandara,L372/C,School Lane,Hatton,Nuwara Eliya,728893383,779847124,TR029,AR04,7010,BOC-515,ENGLISH,LL,8417040120471,D
